pincode,city,koo,sta,state,ko,ui,cou,lt,lon,ui
134013,"South West Garo Hills",4006,ML,Meghalaya,101,IN,India,25.47245000,89.93399000,Q15961576
134014,"South West Khasi Hills",4006,ML,Meghalaya,101,IN,India,25.32155000,91.29462000,Q15923741
134223,Tura,4006,ML,Meghalaya,101,IN,India,25.51421000,90.20239000,Q2317186
134406,"West Garo Hills",4006,ML,Meghalaya,101,IN,India,25.56794000,90.22447000,Q2329181
134408,"West Jaintia Hills",4006,ML,Meghalaya,101,IN,India,25.50000000,92.25000000,Q13181190
134410,"West Khasi Hills",4006,ML,Meghalaya,101,IN,India,25.54776000,91.26957000,Q2064752
57610,Aizawl,4036,MZ,Mizoram,101,IN,India,23.80000000,92.90000000,Q1947322
58184,Champhai,4036,MZ,Mizoram,101,IN,India,23.47444000,93.32556000,Q1965256
131656,Darlawn,4036,MZ,Mizoram,101,IN,India,24.01336000,92.92439000,Q1190883
132486,Khawhai,4036,MZ,Mizoram,101,IN,India,23.37807000,93.12797000,Q2119988
132554,Kolasib,4036,MZ,Mizoram,101,IN,India,24.22388000,92.67869000,Q1112188
132555,"Kolasib district",4036,MZ,Mizoram,101,IN,India,24.22215000,92.67697000,Q1947343
132761,Lawngtlai,4036,MZ,Mizoram,101,IN,India,22.53000000,92.90000000,Q1948713
132787,Lunglei,4036,MZ,Mizoram,101,IN,India,22.90000000,92.75000000,Q1947352
132879,Mamit,4036,MZ,Mizoram,101,IN,India,23.78492000,92.46939000,Q751531
133242,"North Vanlaiphai",4036,MZ,Mizoram,101,IN,India,23.13227000,93.06532000,Q2726315
133756,Saiha,4036,MZ,Mizoram,101,IN,India,22.49183000,92.98143000,Q2576192
133759,Sairang,4036,MZ,Mizoram,101,IN,India,23.81034000,92.65226000,Q2726267
134063,Saitlaw,4036,MZ,Mizoram,101,IN,India,23.97187000,92.57454000,Q2726255
133847,Serchhip,4036,MZ,Mizoram,101,IN,India,23.28172000,92.90039000,Q2086190
134148,Thenzawl,4036,MZ,Mizoram,101,IN,India,23.31667000,92.75000000,Q2726305
131771,Dimapur,4018,NL,Nagaland,101,IN,India,25.77852000,93.78508000,Q634262
132549,Kohima,4018,NL,Nagaland,101,IN,India,25.67467000,94.11099000,Q234056
132989,Mokokchung,4018,NL,Nagaland,101,IN,India,26.31393000,94.51675000,Q2175311
132990,Mon,4018,NL,Nagaland,101,IN,India,26.75000000,94.83333000,Q2339648
133416,Peren,4018,NL,Nagaland,101,IN,India,25.51276000,93.73716000,Q2716752
133438,Phek,4018,NL,Nagaland,101,IN,India,25.75000000,94.50000000,Q590882
134215,Tuensang,4018,NL,Nagaland,101,IN,India,26.26704000,94.82415000,Q2726329
134216,"Tuensang District",4018,NL,Nagaland,101,IN,India,26.25000000,94.75000000,Q2571393
134413,Wokha,4018,NL,Nagaland,101,IN,India,26.16667000,94.25000000,Q1947570
134445,Zunheboto,4018,NL,Nagaland,101,IN,India,26.00000000,94.50000000,Q663062
57704,Angul,4013,OR,Odisha,101,IN,India,20.84089000,85.10192000,Q518237
57705,"Angul District",4013,OR,Odisha,101,IN,India,20.84903000,85.06079000,Q1772807
134465,Asika,4013,OR,Odisha,101,IN,India,19.61114000,84.65998000,Q588678
134467,Athagarh,4013,OR,Odisha,101,IN,India,20.51999000,85.62965000,Q589902
57785,"Bada Barabil",4013,OR,Odisha,101,IN,India,22.11186000,85.38684000,Q582783
57835,Balangir,4013,OR,Odisha,101,IN,India,20.75000000,83.25000000,Q612328
57823,Balasore,4013,OR,Odisha,101,IN,India,21.49266000,86.93348000,Q641098
58114,Baleshwar,4013,OR,Odisha,101,IN,India,21.50000000,86.75000000,Q2022279
57826,Balimila,4013,OR,Odisha,101,IN,India,18.25167000,82.10659000,Q622840
58117,Balugaon,4013,OR,Odisha,101,IN,India,20.17838000,85.11327000,Q632799
58123,Banapur,4013,OR,Odisha,101,IN,India,19.77889000,85.17033000,Q632773
58128,Banki,4013,OR,Odisha,101,IN,India,20.37912000,85.52953000,Q2563333
58129,Banposh,4013,OR,Odisha,101,IN,India,22.24834000,84.81044000,Q2563333
57862,Baragarh,4013,OR,Odisha,101,IN,India,21.33333000,83.61667000,Q808140
57866,Barbil,4013,OR,Odisha,101,IN,India,22.10194000,85.37752000,Q708505
57869,Bargarh,4013,OR,Odisha,101,IN,India,21.33348000,83.61905000,Q637110
57886,Barpali,4013,OR,Odisha,101,IN,India,21.19005000,83.58721000,Q712508
58149,Basudebpur,4013,OR,Odisha,101,IN,India,21.11974000,86.72896000,Q712632
57907,Baud,4013,OR,Odisha,101,IN,India,20.83773000,84.32618000,Q303761
57908,Baudh,4013,OR,Odisha,101,IN,India,20.83300000,84.33300000,Q2363639
57921,Belaguntha,4013,OR,Odisha,101,IN,India,19.88249000,84.63801000,Q2444458
57953,Bhadrak,4013,OR,Odisha,101,IN,India,21.00000000,86.60000000,Q685638
57954,Bhadrakh,4013,OR,Odisha,101,IN,India,21.05447000,86.51560000,Q759556
57963,Bhanjanagar,4013,OR,Odisha,101,IN,India,19.92719000,84.58201000,Q760179
57976,Bhawanipatna,4013,OR,Odisha,101,IN,India,19.90717000,83.16697000,Q759348
57999,Bhuban,4013,OR,Odisha,101,IN,India,20.88197000,85.83334000,Q796742
58000,Bhubaneshwar,4013,OR,Odisha,101,IN,India,20.27241000,85.83385000,Q171771
58058,Binka,4013,OR,Odisha,101,IN,India,21.02626000,83.81197000,Q860226
58060,Birmitrapur,4013,OR,Odisha,101,IN,India,22.40000000,84.76667000,Q860226
58079,Bolanikhodan,4013,OR,Odisha,101,IN,India,22.11312000,85.33645000,Q1926941
58086,Brahmapur,4013,OR,Odisha,101,IN,India,19.31151000,84.79290000,Q860210
58087,Brajarajnagar,4013,OR,Odisha,101,IN,India,21.81667000,83.91667000,Q860215
58092,Buguda,4013,OR,Odisha,101,IN,India,19.80806000,84.79084000,Q858514
58099,Burla,4013,OR,Odisha,101,IN,India,21.50976000,83.87259000,Q1937513
131594,Champua,4013,OR,Odisha,101,IN,India,22.06734000,85.66463000,Q860201
131597,Chandbali,4013,OR,Odisha,101,IN,India,20.77519000,86.74139000,Q861194
131510,Chatrapur,4013,OR,Odisha,101,IN,India,19.35574000,84.98359000,Q656584
131550,Chikitigarh,4013,OR,Odisha,101,IN,India,19.20233000,84.61450000,Q1105855
131573,Chittarkonda,4013,OR,Odisha,101,IN,India,18.12533000,82.10890000,Q165264
131633,Cuttack,4013,OR,Odisha,101,IN,India,20.50000000,86.25000000,Q2022256
131643,Daitari,4013,OR,Odisha,101,IN,India,21.10000000,85.75000000,Q1190218
131683,Deogarh,4013,OR,Odisha,101,IN,India,21.53827000,84.73337000,Q1193197
131735,Dhenkanal,4013,OR,Odisha,101,IN,India,20.75000000,85.50000000,Q1948389
131765,Digapahandi,4013,OR,Odisha,101,IN,India,19.37275000,84.57184000,Q1255951
131892,Gajapati,4013,OR,Odisha,101,IN,India,18.91000000,84.20000000,Q1947292
131914,Ganjam,4013,OR,Odisha,101,IN,India,19.38705000,85.05079000,Q12422937
131988,Gopalpur,4013,OR,Odisha,101,IN,India,19.25861000,84.90517000,Q1747725
132013,Gudari,4013,OR,Odisha,101,IN,India,19.34762000,83.78128000,Q1320157
132030,Gunupur,4013,OR,Odisha,101,IN,India,19.08040000,83.80879000,Q1707762
132102,Hinjilikatu,4013,OR,Odisha,101,IN,India,19.48166000,84.74489000,Q1708660
132148,Hirakud,4013,OR,Odisha,101,IN,India,21.52502000,83.87275000,Q1620116
132184,Jagatsinghapur,4013,OR,Odisha,101,IN,India,20.25570000,86.17112000,Q2670444
132185,Jagatsinghpur,4013,OR,Odisha,101,IN,India,20.20000000,86.30000000,Q971581
132209,Jajpur,4013,OR,Odisha,101,IN,India,20.84149000,86.31237000,Q2087771
132213,Jaleshwar,4013,OR,Odisha,101,IN,India,21.80176000,87.22250000,Q2008618
132250,Jatani,4013,OR,Odisha,101,IN,India,20.15975000,85.70742000,Q2352196
132265,Jeypore,4013,OR,Odisha,101,IN,India,18.85630000,82.57160000,Q2281629
132269,Jharsuguda,4013,OR,Odisha,101,IN,India,21.85531000,84.00698000,Q2088489
132270,"Jharsuguda District",4013,OR,Odisha,101,IN,India,21.85000000,84.00000000,Q569181
132338,Kaintragarh,4013,OR,Odisha,101,IN,India,20.72115000,84.53514000,Q588668
132687,Kalahandi,4013,OR,Odisha,101,IN,India,19.75000000,83.00000000,Q1876588
132695,Kamakhyanagar,4013,OR,Odisha,101,IN,India,20.93385000,85.54489000,Q2480576
132371,Kandhamal,4013,OR,Odisha,101,IN,India,20.30000000,84.00000000,Q2085500
132387,Kantabanji,4013,OR,Odisha,101,IN,India,20.46709000,82.92042000,Q1723964
132386,Kantilo,4013,OR,Odisha,101,IN,India,20.36152000,85.19212000,Q2549190
132441,Kendrapara,4013,OR,Odisha,101,IN,India,20.50000000,86.50000000,Q2299172
132442,Kendraparha,4013,OR,Odisha,101,IN,India,20.50166000,86.42227000,Q2082443
132444,Kendujhar,4013,OR,Odisha,101,IN,India,21.50000000,85.50000000,Q2138555
132448,Kesinga,4013,OR,Odisha,101,IN,India,20.18778000,83.21949000,Q2135894
132458,Khallikot,4013,OR,Odisha,101,IN,India,19.60908000,85.08609000,Q178948
132477,Kharhial,4013,OR,Odisha,101,IN,India,20.28845000,82.76060000,Q2120387
132501,Khordha,4013,OR,Odisha,101,IN,India,20.20000000,85.60000000,Q662818
132508,Khurda,4013,OR,Odisha,101,IN,India,20.18268000,85.61629000,Q2241122
132527,"Kiri Buru",4013,OR,Odisha,101,IN,India,22.08333000,85.35000000,Q747765
132539,Kodala,4013,OR,Odisha,101,IN,India,19.62425000,84.94075000,Q1170466
132570,Konarka,4013,OR,Odisha,101,IN,India,19.89758000,86.11413000,Q749189
132578,Koraput,4013,OR,Odisha,101,IN,India,19.00000000,83.00000000,Q1947300
132624,Kuchaiburi,4013,OR,Odisha,101,IN,India,22.26675000,86.17385000,Q2726074
132626,Kuchinda,4013,OR,Odisha,101,IN,India,21.74356000,84.34848000,Q2241549
132865,Malakanagiri,4013,OR,Odisha,101,IN,India,18.36428000,81.88800000,Q2446473
132871,Malkangiri,4013,OR,Odisha,101,IN,India,18.25000000,81.95000000,Q5122619
132954,Mayurbhanj,4013,OR,Odisha,101,IN,India,21.75000000,86.50000000,Q1914546
133104,Nabarangpur,4013,OR,Odisha,101,IN,India,19.23330000,82.55000000,Q2396798
133196,Nayagarh,4013,OR,Odisha,101,IN,India,20.12882000,85.09626000,Q586859
133195,"Nayagarh District",4013,OR,Odisha,101,IN,India,20.13000000,85.10000000,Q100067
133285,Nilgiri,4013,OR,Odisha,101,IN,India,21.46235000,86.76794000,Q2563320
133219,Nimaparha,4013,OR,Odisha,101,IN,India,20.05756000,86.00436000,Q15188
133245,Nowrangapur,4013,OR,Odisha,101,IN,India,19.23114000,82.54826000,Q2085319
133247,Nuapada,4013,OR,Odisha,101,IN,India,20.60000000,82.50000000,Q2738436
133312,Padampur,4013,OR,Odisha,101,IN,India,20.99932000,83.06325000,Q1297208
133370,"Paradip Garh",4013,OR,Odisha,101,IN,India,20.31641000,86.60850000,Q2726083
133393,Patamundai,4013,OR,Odisha,101,IN,India,20.57806000,86.56063000,Q2716570
133387,Patnagarh,4013,OR,Odisha,101,IN,India,20.70833000,83.13263000,Q2038554
133441,Phulbani,4013,OR,Odisha,101,IN,India,20.48101000,84.23063000,Q2296037
133453,Pipili,4013,OR,Odisha,101,IN,India,20.11357000,85.83147000,Q2471613
133467,Polasara,4013,OR,Odisha,101,IN,India,19.69386000,84.81401000,Q954271
133511,Puri,4013,OR,Odisha,101,IN,India,19.90000000,85.60000000,Q1817158
133513,Purushottampur,4013,OR,Odisha,101,IN,India,19.52024000,84.88514000,Q100082
133602,Rambha,4013,OR,Odisha,101,IN,India,19.51667000,85.10000000,Q3929858
133620,Raurkela,4013,OR,Odisha,101,IN,India,22.22496000,84.86414000,Q1012706
133622,Rayagada,4013,OR,Odisha,101,IN,India,19.40000000,83.50000000,Q2577997
133625,Remuna,4013,OR,Odisha,101,IN,India,21.52798000,86.87156000,Q2428731
133626,Rengali,4013,OR,Odisha,101,IN,India,21.64602000,84.05311000,Q2428731
133769,Sambalpur,4013,OR,Odisha,101,IN,India,21.40000000,83.88333000,Q1267306
133994,Sonepur,4013,OR,Odisha,101,IN,India,20.83333000,83.91667000,Q1026366
134002,Sorada,4013,OR,Odisha,101,IN,India,19.76082000,84.42997000,Q2545590
134004,Soro,4013,OR,Odisha,101,IN,India,21.27851000,86.68833000,Q3965109
134034,Subarnapur,4013,OR,Odisha,101,IN,India,20.93154000,83.82486000,Q1473957
134044,Sundargarh,4013,OR,Odisha,101,IN,India,22.25000000,84.50000000,Q2296047
134232,Talcher,4013,OR,Odisha,101,IN,India,20.94927000,85.23354000,Q2336339
134115,Tarabha,4013,OR,Odisha,101,IN,India,20.73252000,83.67443000,Q132295
134201,Titlagarh,4013,OR,Odisha,101,IN,India,20.28961000,83.15233000,Q1411490
134254,Udayagiri,4013,OR,Odisha,101,IN,India,20.12416000,84.36869000,Q988483
132715,Karaikal,4011,PY,Puducherry,101,IN,India,10.92209000,79.83353000,Q639264
132830,Mahe,4011,PY,Puducherry,101,IN,India,11.70000000,75.53333000,Q639279
133490,Puducherry,4011,PY,Puducherry,101,IN,India,11.93381000,79.82979000,Q639421
134425,Yanam,4011,PY,Puducherry,101,IN,India,16.73463000,82.21773000,Q2126598
57587,Abohar,4015,PB,Punjab,101,IN,India,30.14453000,74.19552000,Q490878
57592,Adampur,4015,PB,Punjab,101,IN,India,31.43224000,75.71484000,Q2350169
57612,Ajitgarh,4015,PB,Punjab,101,IN,India,30.65000000,76.70000000,Q2037672
57615,Ajnala,4015,PB,Punjab,101,IN,India,31.84473000,74.76295000,Q585651
57629,Akalgarh,4015,PB,Punjab,101,IN,India,29.82074000,75.89078000,Q585750
57651,Alawalpur,4015,PB,Punjab,101,IN,India,31.43161000,75.65614000,Q583873
57681,Amloh,4015,PB,Punjab,101,IN,India,30.60837000,76.23199000,Q582278
57686,Amritsar,4015,PB,Punjab,101,IN,India,31.67000000,74.84000000,Q202822
57697,"Anandpur Sahib",4015,PB,Punjab,101,IN,India,31.23926000,76.50253000,Q589664
57791,"Badhni Kalan",4015,PB,Punjab,101,IN,India,30.68130000,75.29087000,Q585375
58109,"Bagha Purana",4015,PB,Punjab,101,IN,India,30.68809000,75.09838000,Q625714
57819,Bakloh,4015,PB,Punjab,101,IN,India,32.47939000,75.91874000,Q622831
58118,Balachor,4015,PB,Punjab,101,IN,India,31.06062000,76.30166000,Q632799
57846,Banga,4015,PB,Punjab,101,IN,India,31.18874000,75.99495000,Q3634124
57859,Banur,4015,PB,Punjab,101,IN,India,30.55407000,76.71948000,Q622613
57882,Barnala,4015,PB,Punjab,101,IN,India,30.37451000,75.54870000,Q711996
57906,Batala,4015,PB,Punjab,101,IN,India,31.80921000,75.20294000,Q709254
57914,Begowal,4015,PB,Punjab,101,IN,India,31.61152000,75.52135000,Q760357
57950,Bhadaur,4015,PB,Punjab,101,IN,India,30.47651000,75.33049000,Q757840
57904,Bhatinda,4015,PB,Punjab,101,IN,India,30.20747000,74.93893000,Q33424787
57977,Bhawanigarh,4015,PB,Punjab,101,IN,India,30.26685000,76.03854000,Q760176
58018,Bhikhi,4015,PB,Punjab,101,IN,India,30.05918000,75.53500000,Q2546717
57990,Bhogpur,4015,PB,Punjab,101,IN,India,31.55442000,75.64271000,Q796770
143761,Bholath,4015,PB,Punjab,101,IN,India,31.54277778,75.50750000,Q26791353
58090,Budhlada,4015,PB,Punjab,101,IN,India,29.92799000,75.56205000,Q783187
131610,Chima,4015,PB,Punjab,101,IN,India,30.68540000,76.08643000,Q532883
131661,Dasuya,4015,PB,Punjab,101,IN,India,31.81679000,75.65310000,Q1190082
131696,"Dera Baba Nanak",4015,PB,Punjab,101,IN,India,32.03733000,75.02787000,Q1190222
143763,"Dera Bassi",4015,PB,Punjab,101,IN,India,30.58720000,76.84280000,Q1191548
131713,Dhanaula,4015,PB,Punjab,101,IN,India,30.28216000,75.57341000,Q1265949
131756,Dhariwal,4015,PB,Punjab,101,IN,India,31.95616000,75.32386000,Q2761749
131736,Dhilwan,4015,PB,Punjab,101,IN,India,31.51432000,75.34574000,Q1258759
143762,Dhudi,4015,PB,Punjab,101,IN,India,30.69636000,74.85246000,Q31788667
131760,Dhuri,4015,PB,Punjab,101,IN,India,30.36846000,75.86791000,Q1259563
131816,"Dina Nagar",4015,PB,Punjab,101,IN,India,32.13664000,75.47291000,Q1258159
131777,Dirba,4015,PB,Punjab,101,IN,India,30.07222000,75.99607000,Q1257699
131790,Doraha,4015,PB,Punjab,101,IN,India,30.79953000,76.02355000,Q1193432
131859,Faridkot,4015,PB,Punjab,101,IN,India,30.67399000,74.75579000,Q1780350
131865,"Fatehgarh Churian",4015,PB,Punjab,101,IN,India,31.86431000,74.95665000,Q1524046
131866,"Fatehgarh Sahib",4015,PB,Punjab,101,IN,India,30.64379000,76.34787000,Q1524046
131881,Fazilka,4015,PB,Punjab,101,IN,India,30.40207000,74.02836000,Q1525269
131875,Firozpur,4015,PB,Punjab,101,IN,India,30.92574000,74.61311000,Q652098
131877,"Firozpur District",4015,PB,Punjab,101,IN,India,30.89000000,74.56000000,Q172385
131918,Gardhiwala,4015,PB,Punjab,101,IN,India,31.74147000,75.75567000,Q1657028
131921,Garhshankar,4015,PB,Punjab,101,IN,India,31.21537000,76.14149000,Q1655903
131935,Ghanaur,4015,PB,Punjab,101,IN,India,30.33092000,76.61203000,Q1656935
131956,Giddarbaha,4015,PB,Punjab,101,IN,India,30.19953000,74.66627000,Q1708540
132031,Gurdaspur,4015,PB,Punjab,101,IN,India,31.92000000,75.27000000,Q146708
132037,"Guru Har Sahai",4015,PB,Punjab,101,IN,India,30.70862000,74.40407000,Q1706501
132136,Hajipur,4015,PB,Punjab,101,IN,India,31.97714000,75.75438000,Q1707355
132077,Hariana,4015,PB,Punjab,101,IN,India,31.63512000,75.83887000,Q1706366
132122,Hoshiarpur,4015,PB,Punjab,101,IN,India,31.53723000,75.91269000,Q928349
143764,Ishanpur,4015,PB,Punjab,101,IN,India,30.63929000,76.11761000,Q25623605
132192,Jagraon,4015,PB,Punjab,101,IN,India,30.78783000,75.47391000,Q2016667
132207,Jaito,4015,PB,Punjab,101,IN,India,30.45126000,74.89189000,Q547588
132223,Jalalabad,4015,PB,Punjab,101,IN,India,30.60622000,74.25727000,Q2016869
132211,Jalandhar,4015,PB,Punjab,101,IN,India,31.41667000,75.61667000,Q1817425
132236,Jandiala,4015,PB,Punjab,101,IN,India,31.15930000,75.61755000,Q532365
132237,"Jandiala Guru",4015,PB,Punjab,101,IN,India,31.56198000,75.02770000,Q3806985
132347,Kalanaur,4015,PB,Punjab,101,IN,India,32.01227000,75.15063000,Q2625405
132392,Kapurthala,4015,PB,Punjab,101,IN,India,31.38011000,75.38105000,Q781354
132408,Kartarpur,4015,PB,Punjab,101,IN,India,31.44268000,75.49847000,Q3813164
132465,Khamanon,4015,PB,Punjab,101,IN,India,30.81725000,76.35478000,Q542614
132469,Khanna,4015,PB,Punjab,101,IN,India,30.70547000,76.22196000,Q1101873
132472,Kharar,4015,PB,Punjab,101,IN,India,30.74632000,76.64689000,Q2120147
132491,Khemkaran,4015,PB,Punjab,101,IN,India,31.14443000,74.55938000,Q581774
132591,"Kot Isa Khan",4015,PB,Punjab,101,IN,India,30.94659000,75.13780000,Q6433178
132600,Kotkapura,4015,PB,Punjab,101,IN,India,30.58190000,74.83298000,Q2235570
132760,Laungowal,4015,PB,Punjab,101,IN,India,30.19393000,75.68089000,Q1948713
132785,Ludhiana,4015,PB,Punjab,101,IN,India,30.91204000,75.85379000,Q200123
133056,Machhiwara,4015,PB,Punjab,101,IN,India,30.91557000,76.20016000,Q2241537
132861,Majitha,4015,PB,Punjab,101,IN,India,31.75711000,74.95891000,Q584810
132862,Makhu,4015,PB,Punjab,101,IN,India,31.10335000,74.99631000,Q2444472
132867,Malaut,4015,PB,Punjab,101,IN,India,30.21121000,74.48180000,Q1030918
133066,Malerkotla,4015,PB,Punjab,101,IN,India,30.53090000,75.87949000,Q1470987
133082,Mansa,4015,PB,Punjab,101,IN,India,29.98844000,75.40167000,Q2573916
132948,"Maur Mandi",4015,PB,Punjab,101,IN,India,30.08333000,75.25000000,Q3852404
132979,Moga,4015,PB,Punjab,101,IN,India,30.80376000,75.14938000,Q1946896
132980,Mohali,4015,PB,Punjab,101,IN,India,30.67995000,76.72211000,Q1949069
132996,Morinda,4015,PB,Punjab,101,IN,India,30.79014000,76.49883000,Q1748062
133017,Mukerian,4015,PB,Punjab,101,IN,India,31.95394000,75.61716000,Q2442516
133250,Nabha,4015,PB,Punjab,101,IN,India,30.37577000,76.15292000,Q1023691
133128,Nakodar,4015,PB,Punjab,101,IN,India,31.12586000,75.47508000,Q2546657
133147,Nangal,4015,PB,Punjab,101,IN,India,31.38966000,76.37574000,Q2311518
133190,Nawanshahr,4015,PB,Punjab,101,IN,India,31.12450000,76.11613000,Q2233964
133291,Nurmahal,4015,PB,Punjab,101,IN,India,31.09662000,75.59386000,Q10938567
133293,"Nurpur Kalan",4015,PB,Punjab,101,IN,India,31.16667000,76.48333000,Q10938567
133382,Pathankot,4015,PB,Punjab,101,IN,India,32.27484000,75.65287000,Q1647167
133384,Patiala,4015,PB,Punjab,101,IN,India,30.33625000,76.39220000,Q208162
133390,Patti,4015,PB,Punjab,101,IN,India,31.28092000,74.85849000,Q942642
133431,Phagwara,4015,PB,Punjab,101,IN,India,31.22452000,75.77387000,Q338696
133439,Phillaur,4015,PB,Punjab,101,IN,India,31.01887000,75.79111000,Q2719352
133575,Qadian,4015,PB,Punjab,101,IN,India,31.82198000,75.37663000,Q1026436
133662,Rahon,4015,PB,Punjab,101,IN,India,31.05275000,76.11907000,Q2545885
133665,Raikot,4015,PB,Punjab,101,IN,India,30.65000000,75.60000000,Q2442782
133670,Rajasansi,4015,PB,Punjab,101,IN,India,31.72021000,74.80080000,Q387676
133681,Rajpura,4015,PB,Punjab,101,IN,India,30.47856000,76.59284000,Q2546585
133690,"Ram Das",4015,PB,Punjab,101,IN,India,31.96739000,74.90870000,Q2570708
133708,Rampura,4015,PB,Punjab,101,IN,India,30.25600000,75.24116000,Q3929948
133654,Rupnagar,4015,PB,Punjab,101,IN,India,31.04000000,76.52000000,Q1805059
133772,Samrala,4015,PB,Punjab,101,IN,India,30.83601000,76.19324000,Q2545261
133776,Sanaur,4015,PB,Punjab,101,IN,India,30.30182000,76.45786000,Q2545523
133785,Sangrur,4015,PB,Punjab,101,IN,India,30.24506000,75.84488000,Q2441398
133804,Sardulgarh,4015,PB,Punjab,101,IN,India,29.69224000,75.23608000,Q2546476
133854,"Shahid Bhagat Singh Nagar",4015,PB,Punjab,101,IN,India,31.13183000,76.13328000,Q202710
133897,Shahkot,4015,PB,Punjab,101,IN,India,31.08173000,75.33708000,Q2545272
133911,"Sham Churasi",4015,PB,Punjab,101,IN,India,31.50028000,75.74917000,Q2449803
133955,Sirhind-Fategarh,4015,PB,Punjab,101,IN,India,30.64321000,76.38421000,Q2672955
133019,"Sri Muktsar Sahib",4015,PB,Punjab,101,IN,India,30.47426000,74.51660000,Q2087676
134037,"Sultanpur Lodhi",4015,PB,Punjab,101,IN,India,31.21468000,75.19602000,Q2545249
134048,Sunam,4015,PB,Punjab,101,IN,India,30.12883000,75.79943000,Q512825
134105,"Talwandi Bhai",4015,PB,Punjab,101,IN,India,30.85584000,74.92979000,Q2568358
134106,Talwara,4015,PB,Punjab,101,IN,India,31.93760000,75.88657000,Q2465707
134118,"Tarn Taran Sahib",4015,PB,Punjab,101,IN,India,31.45191000,74.92777000,Q2341728
134443,Zira,4015,PB,Punjab,101,IN,India,30.96853000,74.99106000,Q2201222
57584,Abhaneri,4014,RJ,Rajasthan,101,IN,India,27.00743000,76.60760000,Q4667324
134449,Abu,4014,RJ,Rajasthan,101,IN,India,24.59365000,72.71756000,Q695221
134450,"Abu Road",4014,RJ,Rajasthan,101,IN,India,24.48012000,72.78186000,Q490659
57614,Ajmer,4014,RJ,Rajasthan,101,IN,India,26.25000000,74.66667000,Q413037
57625,Aklera,4014,RJ,Rajasthan,101,IN,India,24.41288000,76.56719000,Q587185
57649,Alwar,4014,RJ,Rajasthan,101,IN,India,27.50000000,76.50000000,Q449690
57676,Amet,4014,RJ,Rajasthan,101,IN,India,25.30609000,73.92580000,Q583756
57717,Anta,4014,RJ,Rajasthan,101,IN,India,25.15000000,76.30000000,Q585798
57722,Anupgarh,4014,RJ,Rajasthan,101,IN,India,29.19111000,73.20861000,Q583742
134466,Asind,4014,RJ,Rajasthan,101,IN,India,25.73420000,74.33278000,Q589902
57798,Bagar,4014,RJ,Rajasthan,101,IN,India,28.18784000,75.50012000,Q1910231
57822,Bakani,4014,RJ,Rajasthan,101,IN,India,24.28624000,76.23709000,Q638714
58115,Bali,4014,RJ,Rajasthan,101,IN,India,25.19725000,73.29117000,Q632862
58116,Balotra,4014,RJ,Rajasthan,101,IN,India,25.83242000,72.24000000,Q638695
58125,Bandikui,4014,RJ,Rajasthan,101,IN,India,27.05087000,76.57325000,Q629203
58134,Banswara,4014,RJ,Rajasthan,101,IN,India,23.54109000,74.44250000,Q633308
57863,Baran,4014,RJ,Rajasthan,101,IN,India,25.09000000,76.66000000,Q808140
58142,Bari,4014,RJ,Rajasthan,101,IN,India,26.64661000,77.61634000,Q707848
57874,"Bari Sadri",4014,RJ,Rajasthan,101,IN,India,24.41339000,74.47331000,Q712396
58143,Barmer,4014,RJ,Rajasthan,101,IN,India,25.75000000,71.50000000,Q42016
57895,Basi,4014,RJ,Rajasthan,101,IN,India,26.83150000,76.04856000,Q627748
57899,Basni,4014,RJ,Rajasthan,101,IN,India,27.17232000,73.64519000,Q708834
57903,Baswa,4014,RJ,Rajasthan,101,IN,India,27.14955000,76.58345000,Q2574579
57910,Bayana,4014,RJ,Rajasthan,101,IN,India,26.90791000,77.28985000,Q760257
57946,Beawar,4014,RJ,Rajasthan,101,IN,India,26.10119000,74.32028000,Q757855
57917,Begun,4014,RJ,Rajasthan,101,IN,India,24.98333000,75.00000000,Q759147
57919,Behror,4014,RJ,Rajasthan,101,IN,India,27.88832000,76.28108000,Q760169
58008,Bhadasar,4014,RJ,Rajasthan,101,IN,India,28.31457000,74.28952000,Q777668
58007,Bhadra,4014,RJ,Rajasthan,101,IN,India,29.10298000,75.17138000,Q777668
57964,Bharatpur,4014,RJ,Rajasthan,101,IN,India,27.21000000,77.29000000,Q854846
57968,Bhasawar,4014,RJ,Rajasthan,101,IN,India,27.03895000,77.04849000,Q26791337
58019,Bhilwara,4014,RJ,Rajasthan,101,IN,India,25.50000000,74.75000000,Q41991
57983,Bhindar,4014,RJ,Rajasthan,101,IN,India,24.50235000,74.18551000,Q2341700
58023,Bhinmal,4014,RJ,Rajasthan,101,IN,India,24.99944000,72.27141000,Q797437
57986,Bhiwadi,4014,RJ,Rajasthan,101,IN,India,28.21024000,76.86056000,Q796761
58004,Bhuma,4014,RJ,Rajasthan,101,IN,India,27.78333000,74.93333000,Q4902137
58156,Bikaner,4014,RJ,Rajasthan,101,IN,India,28.01762000,73.31495000,Q200718
58051,Bilara,4014,RJ,Rajasthan,101,IN,India,26.18067000,73.70550000,Q796497
58067,Bissau,4014,RJ,Rajasthan,101,IN,India,28.24737000,75.07666000,Q739697
58083,Borkhera,4014,RJ,Rajasthan,101,IN,India,25.52115000,75.64028000,Q4945504
58162,Bundi,4014,RJ,Rajasthan,101,IN,India,25.43855000,75.63735000,Q862612
58177,Chaksu,4014,RJ,Rajasthan,101,IN,India,26.60510000,75.94814000,Q861891
